#1
double Internals(8761, 4)
0	0.0	0.0	6.75
3600	0.0	0.0	6.75
7200	0.0	0.0	6.75
10800	0.0	0.0	6.75
14400	0.0	0.0	6.75
18000	0.0	0.0	6.75
21600	0.0	0.0	6.75
25200	0.0	0.0	6.75
28800	0.0	0.0	6.75
32400	0.0	0.0	6.75
36000	0.0	0.0	6.75
39600	0.0	0.0	6.75
43200	0.0	0.0	6.75
46800	0.0	0.0	6.75
50400	0.0	0.0	6.75
54000	0.0	0.0	6.75
57600	0.0	0.0	6.75
61200	0.0	0.0	6.75
64800	0.0	0.0	6.75
68400	0.0	0.0	6.75
72000	0.0	0.0	6.75
75600	0.0	0.0	6.75
79200	0.0	0.0	6.75
82800	0.0	0.0	6.75
86400	0.0	0.0	6.75
90000	0.0	0.0	6.75
93600	0.0	0.0	6.75
97200	0.0	0.0	6.75
100800	0.0	0.0	6.75
104400	0.0	0.0	6.75
108000	0.0	0.0	6.75
111600	0.0	0.0	6.75
115200	0.0	0.0	6.75
118800	0.0	0.0	6.75
122400	0.0	0.0	6.75
126000	0.0	0.0	6.75
129600	0.0	0.0	6.75
133200	0.0	0.0	6.75
136800	0.0	0.0	6.75
140400	0.0	0.0	6.75
144000	0.0	0.0	6.75
147600	0.0	0.0	6.75
151200	0.0	0.0	6.75
154800	0.0	0.0	6.75
158400	0.0	0.0	6.75
162000	0.0	0.0	6.75
165600	0.0	0.0	6.75
169200	0.0	0.0	6.75
172800	0.0	0.0	6.75
176400	0.0	0.0	6.75
180000	0.0	0.0	6.75
183600	0.0	0.0	6.75
187200	0.0	0.0	6.75
190800	0.0	0.0	6.75
194400	0.0	0.0	6.75
198000	0.0	0.0	6.75
201600	0.0	0.0	6.75
205200	0.0	0.0	6.75
208800	0.0	0.0	6.75
212400	0.0	0.0	6.75
216000	0.0	0.0	6.75
219600	0.0	0.0	6.75
223200	0.0	0.0	6.75
226800	0.0	0.0	6.75
230400	0.0	0.0	6.75
234000	0.0	0.0	6.75
